State,Category,Sub-Category1,Sub-Category2,Sub-Category 3,Sub-Category 4,Display Names,2010-11,2011-12,2012-13
Arunachal Pradesh,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,VIII.Reserve Funds (1 to 4),2. Sinking Funds,,,Sinking Funds,170.0,1.5,1.6
Arunachal Pradesh,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,VIII.Reserve Funds (1 to 4),3. Famine Relief Fund,,,Famine Relief Fund,–,–,–
Arunachal Pradesh,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,VIII.Reserve Funds (1 to 4),4. Others,,,Other Reserves,–,–,–
Arunachal Pradesh,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IX. Deposits and Advances (1 to 4),,,,Deposits and Advances,"4,329.0","2,991.6","2,826.2"
Arunachal Pradesh,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IX. Deposits and Advances (1 to 4),1. Civil Deposits,,,Civil Deposits,"3,836.8","2,587.8","2,717.2"
Arunachal Pradesh,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IX. Deposits and Advances (1 to 4),2. Deposits of Local Funds,,,Deposits-Local Funds,–,–,–
Arunachal Pradesh,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IX. Deposits and Advances (1 to 4),3. Civil Advances,,,Civil Advances,492.2,403.8,108.9
Arunachal Pradesh,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IX. Deposits and Advances (1 to 4),4. Others,,,Other Deposits,–,–,–
Arunachal Pradesh,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,X. Suspense and Miscellaneous (1 to 4),,,,Tot.Suspense,"2,91,287.1","8,01,409.2","8,41,479.6"
Arunachal Pradesh,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,X. Suspense and Miscellaneous (1 to 4),1. Suspense,,,Suspense,-229.5,"2,48,013.4","2,60,414.1"
Arunachal Pradesh,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,X. Suspense and Miscellaneous (1 to 4),2. Cash Balance Investment Accounts,,,Cash Balance,"2,91,337.1",–,–
Arunachal Pradesh,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,X. Suspense and Miscellaneous (1 to 4),3. Deposits with RBI,,,Deposits-RBI,–,"5,53,370.4","5,81,038.9"
Arunachal Pradesh,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,X. Suspense and Miscellaneous (1 to 4),4. Others,,,Others,179.5,25.3,26.6
Arunachal Pradesh,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,XI. Appropriation to Contingency Fund,,,,App.-Contingency Fund,–,–,–
Arunachal Pradesh,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,XII. Remittances,,,,Remittances,"24,359.3","8,399.8","8,819.7"
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),,,,,Tot.Rev Exp,"37,442.4","48,035.7","42,035.1"
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),,,,Dev.Exp,"24,790.0","34,183.5","29,522.2"
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),,,social Services,"9,942.8","14,053.1","11,460.1"
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),"1. Education, Sports, Art and Culture",,Dev.Exp-Education,"4,887.8","5,988.3","5,358.5"
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),2. Medical and Public Health,,Dev.Exp-Medical,"1,990.4","2,327.8","2,241.6"
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),3. Family Welfare,,Dev.Exp-Family Welfare,81.5,115.4,107.5
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),4. Water Supply and Sanitation,,Dev.Exp-Water,"1,183.3","1,810.0","1,072.1"
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),5. Housing,,Dev.Exp-Housing,198.5,335.3,180.6
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),6. Urban Development,,Dev.Exp-Urb.Dev.,97.2,212.8,232.6
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),"7. Welfare of Scheduled Castes, Scheduled Tribes and Other Backward Classes",,Dev.Exp-SC Welfare,–,–,–
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),8. Labour and Labour Welfare,,Dev.Exp-Labor,76.1,84.5,87.9
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),9. Social Security and Welfare,,Dev.Exp-Social Security,704.3,"1,073.1","1,066.5"
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),10. Nutrition,,Dev.Exp-Nutrition,154.4,526.0,501.8
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),11. Relief on account of Natural Calamities,,Dev.Exp-Natural Calamities,379.8,"1,380.7",428.6
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),12. Others*,,Dev.Exp-Others,189.5,199.3,182.3
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),,,economic Services,"14,847.3","20,130.5","18,062.1"
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),1. Agriculture and Allied Activities (i to xii),,Dev-agriculture,"4,072.2","5,279.0","5,886.7"
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),2. Rural Development,,Dev-rural,915.0,"1,373.8","1,585.3"
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),3. Special Area Programmes,,Dev-special,651.4,–,–
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),4. Irrigation and Flood Control,,Dev-irrigation,"1,449.6","2,038.1","1,410.7"
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),5. Energy,,Dev-energy,"2,769.2","3,553.4","3,328.3"
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),6. Industry and Minerals (i to iii),,Dev-industry,409.7,502.1,492.0
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),7. Transport and Communications (i + ii),,Dev-transport,"3,055.1","3,751.0","2,407.1"
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),"8. Science, Technology and Environment",,Dev-science,238.8,223.3,147.8
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),9. General Economic Services (i to iv),,Dev-general,"1,286.1","1,931.2","1,456.3"
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),II. NON-DEVELOPMENTAL EXPENDITURE (General Services) (A to F),,,,Non-Dev.,"12,652.3","13,852.2","12,512.8"
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),II. NON-DEVELOPMENTAL EXPENDITURE (General Services) (A to F),A. Organs of State,,,Non-Dev.-Organs of state,488.4,714.3,564.3
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),II. NON-DEVELOPMENTAL EXPENDITURE (General Services) (A to F),B. Fiscal Services (i + ii),,,Non-Dev.-Fiscal,160.7,250.5,230.1
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),II. NON-DEVELOPMENTAL EXPENDITURE (General Services) (A to F),C. Interest Payments and Servicing of Debt (1 + 2),,,Non-Dev.-Debt Servicing,"4,169.2","3,293.6","3,536.1"
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),II. NON-DEVELOPMENTAL EXPENDITURE (General Services) (A to F),D. Administrative Services (i to v),,,Non-Dev.-Admin,"5,601.9","7,188.2","5,673.0"
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),II. NON-DEVELOPMENTAL EXPENDITURE (General Services) (A to F),E. Pensions,,,Non-Dev.-Pension,"2,222.4","2,400.0","2,500.0"
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),II. NON-DEVELOPMENTAL EXPENDITURE (General Services) (A to F),F. Miscellaneous General Services,,,Non-Dev.-Miscellaneous ,9.6,5.5,9.4
Arunachal Pradesh,TOTAL REVENUE EXPENDITURE (I+II+III),III. Grants-in-Aid and Contributions,,,,Grants.,–,–,–
Bihar,Total Expenditure,,,,,Tot. Exp.,"18,92,786.4","7,85,881.6","8,57,956.2"
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,,,,,Tot.Cap.Disbursements,"15,10,627.2","2,31,436.0","2,48,363.5"
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,,,,Tot.Cap.Outlay,"91,959.4","1,25,523.9","1,34,123.7"
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,,,Dev.Exp,"88,002.3","1,09,369.7","1,14,175.3"
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),,social Services,"10,720.8","12,625.3","19,860.0"
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"1. Education, Sports, Art and Culture",Education,"1,437.5","1,326.1","2,889.7"
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),2. Medical and Public Health,Medical,"1,649.8","4,193.0","5,329.0"
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),3. Family Welfare,Family Welfare,–,–,–
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),4. Water Supply and Sanitation,Water,"6,267.7","3,908.6","3,657.8"
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),5. Housing,Housing,29.7,325.6,293.4
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),6. Urban Development,Urb.Dev.,–,70.0,20.0
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"7. Welfare of Scheduled Castes, Scheduled Tribes and Other Backward Classes",SC Welfare,297.9,237.5,297.2
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),8. Social Security and Welfare,Social,884.6,"2,427.2","3,365.5"
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),9. Others *,Others *,153.6,137.3,"4,007.5"
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),,economic Services,"77,281.5","96,744.4","94,315.3"
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),1. Agriculture and Allied Activities,Agriculture,169.9,"1,891.7","1,448.4"
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),2. Rural Development,Rur.Dev.,"12,038.3","16,547.5","20,586.9"
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),3. Special Area Programmes,Special Programmes,–,–,–
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),of which: Hill Areas,,"13,669.8","26,203.6","24,290.3"
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),4. Major and Medium Irrigation and Flood Control,Irrigation,"10,072.3","9,323.9","8,588.8"
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),5. Energy,Energy,88.1,"1,197.5",795.0
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),6. Industry and Minerals ,Industry and Minerals,"40,715.8","41,227.5","38,330.2"
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),7. Transport (i + ii),Transport,–,–,–
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),8. Communications,Communications,–,–,–
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),"9.Science,Technology and Environment",Science,527.4,352.7,275.7
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),10. General Economic Services,Gen.Eco.Services,,,
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,2. Non-Development (General Services),,,Non-Dev.,"3,957.1","16,154.2","19,948.4"
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),,,,Internal Debt,"17,245.3","24,607.4","25,886.8"
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),1.Market Loans,,,Market Loans,"8,922.3","14,069.1","13,360.2"
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),2.Loans from LIC,,,Loans-LIC,1.1,4.2,–
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),3.Loans from SBI and other Banks,,,Loans-SBI,–,–,–
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),4. Loans from NABARD,,,Loans-NABARD,"1,355.2","2,277.1","3,230.0"
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),5. Loans from National Co-operative Development Corporation,,,Loans-NCDC,55.4,70.0,70.0
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),6.WMA from RBI,,,WMA-RBI,–,–,–
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),7.Special Securities issued to NSSF,,,Securities-NSSF,"4,823.0","6,069.8","7,130.0"
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),8. Others,,,Oth-Debt,"2,088.5","2,117.1","2,096.6"
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,III. Repayment of Loans to the Centre (1 to 7),,,,Loan from centre,"4,655.0","4,657.9","4,658.0"
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,III. Repayment of Loans to the Centre (1 to 7),1. State Plan Schemes,,,state plan,"4,602.4","4,605.4","4,605.4"
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,III. Repayment of Loans to the Centre (1 to 7),2. Central Plan Schemes,,,central plan,6.0,6.0,5.9
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,III. Repayment of Loans to the Centre (1 to 7),3. Centrally Sponsored Schemes,,,centrally sponsered,16.9,17.3,17.0
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,III. Repayment of Loans to the Centre (1 to 7),4. Non-Plan,,,non -plan,29.8,29.2,29.7
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,III. Repayment of Loans to the Centre (1 to 7),5. Ways and Means Advances from Centre,,,advances,–,–,–
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,III. Repayment of Loans to the Centre (1 to 7),6. Loans for Special Schemes,,,special scheme,–,–,–
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,III. Repayment of Loans to the Centre (1 to 7),7. Others,,,other centre loans,–,–,–
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),,,,state loans,"11,026.4","10,449.3","12,607.1"
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),,,Dev.Purpose,"10,926.4","10,284.3","12,462.1"
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),,social Services,48.6,55.0,75.0
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,–,–,–
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),2. Medical and Public Health,State Loans-Medical,–,–,–
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),3. Family Welfare,State Loans-Family,–,–,–
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),4. Water Supply and Sanitation,State Loans-Water,–,–,–
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),5. Housing,State Loans-Housing,–,–,–
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),6. Government Servants (Housing),State Loans-Govt,48.6,55.0,75.0
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),7. Others,State Loans-Others,–,–,–
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),,economic Services,"10,877.7","10,229.3","12,387.1"
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),1. Crop Husbandry,State Loans-Crop,-0.1,2.9,–
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),2. Soil and Water Conservation,State Loans-Soil,–,–,–
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),3. Food Storage and Warehousing,State Loans-Food,–,–,–
Bihar,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),4. Co-operation,State Loans-Co-operation,489.3,759.7,267.2
