State,Category,Sub-Category1,Sub-Category2,Sub-Category 3,2010-11,2011-12,2012-13,
Kerala,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),3. Famine Relief Fund,,–,–,–,
Kerala,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),4. Others,,1705.3,1460.3,1530.9,
Kerala,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),,,56377.7,61518.2,69691.9,
Kerala,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),1. Civil Deposits,,21312.9,21307.8,19821.7,
Kerala,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),2. Deposits of Local Funds,,33832.2,39509.7,49414.5,
Kerala,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),3. Civil Advances,,7.2,0.7,0.8,
Kerala,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),4. Others,,1225.4,700,454.8,
Kerala,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),,,1009878.8,836097.4,497129.9,
Kerala,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),1. Suspense,,98747.4,98383.8,98383.8,
Kerala,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),2. Cash Balance Investment Accounts,,582353.6,380032.5,25000,
Kerala,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),3. Deposits with RBI,,–,–,–,
Kerala,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),4. Others,,328777.7,357681,373746.1,
Kerala,TOTAL CAPITAL RECEIPTS (I to XIII),XI. Appropriation to Contingency Fund,,,–,–,–,
Kerala,TOTAL CAPITAL RECEIPTS (I to XIII),XII. Miscellaneous Capital Receipts,,,246.1,200,200.2,
Kerala,TOTAL CAPITAL RECEIPTS (I to XIII),XIII. Remittances,,,81322.9,81230.9,81678.9,
Kerala,TOTAL REVENUE (I+II),,,,"3,09,909.50","3,95,878.30","4,81,415.90",
Kerala,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),,,"2,68,635.40","3,26,232.50","3,92,256.70",
Kerala,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),,"2,17,216.90","2,64,462.80","3,21,222.10",
Kerala,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),1. Taxes on Income,469.7,145.7,159.8,
Kerala,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),2. Taxes on Property and Capital  Transactions,"26,632.50","33,097.70","39,944.30",
Kerala,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),3. Taxes on Commodities and Services,"1,90,114.70","2,31,219.40","2,81,118.10",
Kerala,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),,"51,418.50","61,769.70","71,034.60",
Kerala,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),i) Corporation Tax,"20,097.70","24,956.00","28,699.40",
Kerala,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),ii) Income Tax,"10,620.50","12,274.70","14,116.00",
Kerala,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),iii) Estate Duty,–,–,–,
Kerala,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),iv) Other Taxes on Income and Expenditure,–,–,–,
Kerala,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),v) Taxes on Wealth,41.2,47,54,
Kerala,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),vi) Customs,"8,991.10","10,457.80","12,026.50",
Kerala,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),vii) Union Excise Duties,"6,540.80","7,976.10","9,172.60",
Kerala,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),viii) Service Tax,"5,127.20","6,058.10","6,966.10",
Kerala,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),ix) Other Taxes and Duties on Commodities and Services,–,–,–,
Kerala,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),,,"41,274.10","69,645.90","89,159.20",
Kerala,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),,"19,307.90","27,508.10","34,954.10",
Kerala,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),1. Interest Receipts,"1,714.70","1,817.00","1,896.00",
Kerala,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),2. Dividends and Profits,754.6,808.8,835.8,
Kerala,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),3. General Services,"9,523.30","15,573.80","21,907.10",
Kerala,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),of which: State Lotteries,"5,714.60","12,550.00","18,600.00",
Kerala,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),4. Social Services ( i to ix),"2,312.20","2,768.80","3,253.90",
Kerala,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),5. Fiscal Services,–,–,–,
Kerala,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),6. Economic Services ( i to xvii ),"5,003.10","6,539.60","7,061.30",
Kerala,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),,"21,966.20","42,137.80","54,205.10",
Kerala,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),1. State Plan Schemes,"9,342.20","19,962.30","22,175.90",
Kerala,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),2. Central Plan Schemes,432,441.5,464.8,
Kerala,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),3. Centrally Sponsored Schemes,"7,291.30","13,515.30","21,086.00",
Kerala,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),4. NEC/ Special Plan Scheme,–,–,–,
Kerala,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),5. Non-Plan Grants (a to c),"4,900.60","8,218.70","10,478.40",
Maharashtra,TOTAL INCOME (Total Capital Receipts + Tax Revenue),,,,"51,51,955.60","51,69,207.70","50,21,578.80",
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),,,,4093277.5,3916079.6,3654461.8,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),I. External Debt #,,,–,–,–,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),,,199198.6,239648.8,237616.4,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),1. Market Loans,,114998.2,210000,177967.6,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),2. Loans from LIC,,3100,–,–,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),3. Loans from SBI and other Banks,,–,–,–,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),4. Loans from National Bank for Agriculture and Rural Development,,6929.2,10000,10000,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),5. Loans from National Co-operative Development Corporation,,2218.6,–,–,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),6. WMA from RBI,,–,–,30000,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),7. Special Securities issued to NSSF,,75049.9,19648.8,19648.8,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),8. Others@,,-3097.2,–,–,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),,,8199.2,17914.4,30198.4,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),1. State Plan Schemes,,8199.2,10000,11768.6,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),2. Central Plan Schemes,,–,–,–,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),3. Centrally Sponsored Schemes,,–,7889.4,18404.8,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),4. Non-Plan,,–,25,25,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),5. Ways and Means Advances from Centre,,–,–,–,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),6. Loans for Special Schemes,,–,–,–,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),,,6400.9,7423.3,7347.2,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),1. Housing,,644.3,921,940.2,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),2. Urban Development,,-842.5,68.2,80.8,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),3. Crop Husbandry,,0.2,0.4,0.4,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),4. Food Storage and Warehousing,,–,–,–,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),5. Co-operation,,2421.1,1224.5,1225.7,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),6. Minor Irrigation,,0.2,0.1,0.1,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),7. Power Projects,,996.4,1877,1026.3,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),8. Village and Small Industries,,23.6,15.2,23.8,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),9. Industries and Minerals,,76.6,75,75.5,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),10.Road Transport,,–,–,–,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),"11. Government Servants, etc.+",,2093.8,2257.3,2551.7,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),12. Others**,,987.3,984.8,1422.7,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),V. Inter-State Settlement,,,–,–,–,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),VI. Contingency Fund,,,8530,–,–,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),"VII. State Provident Funds, etc. (1 + 2)",,,38820.3,52044.5,54764.2,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),"VII. State Provident Funds, etc. (1 + 2)",1. State Provident Funds,,35701.1,46107.8,49778.6,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),"VII. State Provident Funds, etc. (1 + 2)",2. Others,,3119.1,5936.6,4985.6,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),,,33461.2,21670.9,23593.9,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),1. Depreciation/Renewal Reserve Funds,,0.6,5,0.5,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),2. Sinking Funds,,22992.5,10080,12440,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),3. Famine Relief Fund,,–,–,–,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),4. Others,,10468.1,11585.9,11153.4,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),,,219175.2,250774.1,204963,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),1. Civil Deposits,,208075.5,241073.7,192611.4,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),2. Deposits of Local Funds,,–,0.3,1.1,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),3. Civil Advances,,2788.8,2500.2,2000.2,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),4. Others,,8310.9,7200,10350.4,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),,,3376787,3139598.5,2903972.7,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),1. Suspense,,-52.9,143,172.7,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),2. Cash Balance Investment Accounts,,3384892,3100000,2400000,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),3. Deposits with RBI,,–,–,–,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),4. Others,,-8052.1,39455.5,503800,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),XI. Appropriation to Contingency Fund,,,–,–,–,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),XII. Miscellaneous Capital Receipts,,,172.8,–,–,
Maharashtra,TOTAL CAPITAL RECEIPTS (I to XIII),XIII. Remittances,,,202532.4,187005.1,192006,
Maharashtra,TOTAL REVENUE (I+II),,,,"10,58,678.10","12,53,128.10","13,67,117.00",
Maharashtra,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),,,"8,64,468.80","9,97,485.10","10,90,232.80",
Maharashtra,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),,"7,50,270.60","8,64,299.10","9,32,948.30",
Maharashtra,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),1. Taxes on Income,"16,862.00","17,000.00","18,700.00",
Maharashtra,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),2. Taxes on Property and Capital Transactions ,"1,46,109.70","1,55,656.20","1,73,308.60",
Maharashtra,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),3. Taxes on Commodities and Services,"5,87,298.90","6,91,643.00","7,40,939.70",
Maharashtra,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),,"1,14,198.20","1,33,186.00","1,57,284.50",
Maharashtra,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),i) Corporation Tax,"44,633.90","51,676.60","57,467.50",
Maharashtra,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),ii) Income Tax,"23,586.60","27,234.10","31,091.80",
Maharashtra,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),iii) Estate Duty,–,–,–,
Maharashtra,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),iv) Other Taxes on Income and Expenditure,–,–,–,
Maharashtra,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),v) Taxes on Wealth,91.5,180.4,205.7,
Maharashtra,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),vi) Customs,"19,968.00","23,165.90","28,598.10",
Maharashtra,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),vii) Union Excise Duties,"14,526.00","15,165.70","19,583.30",
Maharashtra,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),viii) Service Tax,"11,386.50","15,613.50","20,338.20",
Maharashtra,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),ix) Other Taxes and Duties on Commodities and Services,5.7,149.8,-0.1,
Maharashtra,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),,,"1,94,209.40","2,55,643.00","2,76,884.20",
Maharashtra,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),,"82,250.40","99,032.40","1,08,861.70",
Maharashtra,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),1. Interest Receipts,"14,217.00","18,062.60","13,257.90",
Maharashtra,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),2. Dividends and Profits,448.2,830.8,866.1,
Maharashtra,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),3. General Services,"17,218.20","15,779.50","16,930.90",
Maharashtra,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),4. Social Services,"8,848.50","14,067.30","23,704.80",
Maharashtra,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),5. Fiscal Services,0.9,–,–,
Maharashtra,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),6. Economic Services,"41,517.60","50,292.20","54,102.20",
Maharashtra,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),,"1,11,958.90","1,56,610.60","1,68,022.50",
Maharashtra,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),1. State Plan Schemes,"58,051.90","74,969.00","82,386.80",
Maharashtra,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),2. Central Plan Schemes,"2,451.40",678.8,180,
Maharashtra,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),3. Centrally Sponsored Schemes,"28,418.40","36,080.40","39,351.50",
Maharashtra,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),4. NEC/ Special Plan Scheme,–,–,–,
Maharashtra,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),5. Non-Plan Grants (a to c),"23,037.30","44,882.30","46,104.10",
Manipur,TOTAL INCOME (Total Capital Receipts + Tax Revenue),,,,"2,86,036.20","2,86,663.10","3,08,150.60",
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),,,,231736.8,227598.4,230686.3,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),I. External Debt #,,,–,–,–,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),,,2984,4217.4,4726.4,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),1. Market Loans,,2581.4,3617.4,4116.4,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),2. Loans from LIC,,–,–,–,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),3. Loans from SBI and other Banks,,–,–,–,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),4. Loans from National Bank for Agriculture and Rural Development,,297,490.2,500.2,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),5. Loans from National Co-operative Development Corporation,,–,–,–,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),6. WMA from RBI,,–,–,–,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),7. Special Securities issued to NSSF,,5.8,10,10,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),8. Others@,,99.8,99.8,99.8,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),,,–,–,100,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),1. State Plan Schemes,,–,–,100,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),2. Central Plan Schemes,,–,–,–,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),3. Centrally Sponsored Schemes,,–,–,–,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),4. Non-Plan ,,–,–,–,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),5. Ways and Means Advances from Centre,,–,–,–,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),6. Loans for Special Schemes,,–,–,–,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),,,11.9,35.9,35.9,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),1. Housing,,–,0.1,0.1,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),2. Urban Development,,–,–,–,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),3. Crop Husbandry,,–,–,–,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),4. Food Storage and Warehousing,,–,–,–,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),5. Co-operation,,0.5,0.6,0.6,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),6. Minor Irrigation,,–,–,–,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),7. Power Projects,,–,–,–,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),8. Village and Small Industries,,2.3,–,–,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),9. Industries and Minerals,,–,–,–,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),10.Road Transport,,–,–,–,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),"11. Government Servants, etc.+",,6.2,10,10,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),12. Others**,,2.9,25.2,25.2,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),V. Inter-State Settlement,,,–,–,–,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),VI. Contingency Fund,,,–,–,–,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),"VII. State Provident Funds, etc. (1 + 2)",,,1795.6,2019.2,2020.7,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),"VII. State Provident Funds, etc. (1 + 2)",1. State Provident Funds,,1777.7,2000,2000,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),"VII. State Provident Funds, etc. (1 + 2)",2. Others,,17.9,19.2,20.7,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),,,278.7,408.8,438.3,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),1. Depreciation/Renewal Reserve Funds,,–,–,–,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),2. Sinking Funds,,209.6,217.2,229.1,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),3. Famine Relief Fund,,–,–,–,
Manipur,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),4. Others,,69.1,191.6,209.2,
