State,Category,Sub-Category1,Sub-Category2,Sub-Category 3,Display Name,2010,2011,2012
KERALA,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),3. Loans from SBI and other Banks,Loans from SBI and other Banks,Loan-SBI,NA,NA,NA
KERALA,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),4. Loans from National Bank for Agriculture and Rural Development,Loans from National Bank for Agriculture and Rural Development,Loan-NBARD,4146.8,4546.4,5250
KERALA,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),5. Loans from National Co-operative Development Corporation,Loans from National Co-operative Development Corporation,Loan-NCDC,833.9,1000,500
KERALA,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),6. WMA from RBI,WMA from RBI,WMA-RBI,NA,16050,70250
KERALA,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),7. Special Securities issued to NSSF,Special Securities issued to NSSF,Securities-NSSF,3894.4,100,2000
KERALA,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),8. Others@,Internal Debt-Others,Oth-Debt,NA,400.1,400.1
KERALA,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),,Loans and Advances from the Centre,Loan from centre,3614,5544.4,8764.7
KERALA,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),1. State Plan Schemes,State Plan Schemes,state plan,3614,5525.2,8761.7
KERALA,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),2. Central Plan Schemes,Central Plan Schemes,central plan,NA,NA,NA
KERALA,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),3. Centrally Sponsored Schemes,Centrally Sponsored Schemes,centrally sponsered,NA,16.2,NA
KERALA,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),4. Non-Plan,Non-Plan,non -plan Loans,NA,3,3
KERALA,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),5. Ways and Means Advances from Centre,Ways and Means Advances from Centre,advances,NA,NA,NA
KERALA,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),6. Loans for Special Schemes,Loans for Special Schemes,special scheme,NA,NA,NA
KERALA,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),,Recovery of Loans and Advances,recovery,442.3,751.9,878.1
KERALA,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),1. Housing,Housing,Housing,0.8,1.5,1.6
KERALA,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),2. Urban Development,Urban Development,Urb. Dev.,11.8,16.2,16.4
KERALA,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),3. Crop Husbandry,Crop Husbandry,Crop Husbandry,NA,1.2,1.2
KERALA,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),4. Food Storage and Warehousing,Food Storage and Warehousing,Food Storage,17,10.1,19.6
KERALA,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),5. Co-operation,Co-operation,Co-operation,109,166,191.1
KERALA,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),6. Minor Irrigation,Minor Irrigation,Minor Irrigation,NA,NA,NA
KERALA,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),7. Power Projects,Power Projects,Power Projects,NA,NA,NA
KERALA,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),8. Village and Small Industries,Village and Small Industries,Village and Small Industries,64.7,88.3,90.9
KERALA,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),9. Industries and Minerals,Industries and Minerals,Industries and Minerals,5.3,130.2,130.2
KERALA,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),10.Road Transport,Road Transport,Road Transport,NA,NA,NA
KERALA,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),"11. Government Servants, etc.+","Government Servants, etc.+",Govt. Servants,193.9,263.7,354.3
KERALA,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),12. Others**,Recovery of Loands and Advances-Others,Other-loan,39.8,74.7,73
KERALA,TOTAL CAPITAL RECEIPTS,V. Inter-State Settlement,,Inter-State Settlement, Inter-State Settlement,NA,NA,NA
KERALA,TOTAL CAPITAL RECEIPTS,VI. Contingency Fund,,Contingency Fund,Contingency Fund,262.7,10,10
KERALA,TOTAL CAPITAL RECEIPTS,"VII. State Provident Funds, etc. (1 + 2)",,"Total Capital Receipts- State Provident Funds, etc.",Tot.State Provident Funds,166855.6,220937.1,211518.4
KERALA,TOTAL CAPITAL RECEIPTS,"VII. State Provident Funds, etc. (1 + 2)",1. State Provident Funds,Total Capital Receipts- State Provident Funds,State Provident Funds,32855.7,44947.5,35244.9
KERALA,TOTAL CAPITAL RECEIPTS,"VII. State Provident Funds, etc. (1 + 2)",2. Others,Total Capital Receipts-State Provident Funds-Others,Other fund,133999.9,175989.6,176273.5
KERALA,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),,Reserve Funds,Reserve Funds ,13809.4,1560.3,1530.9
KERALA,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),1. Depreciation/Renewal Reserve Funds,Depreciation or Renewal Reserve Funds,Depreciation Funds,NA,NA,NA
KERALA,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),2. Sinking Funds,Sinking Funds, Sinking Funds,12104.1,100,NA
KERALA,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),3. Famine Relief Fund,Famine Relief Fund,Famine Relief Fund,NA,NA,NA
KERALA,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),4. Others,Reserve Funds-Others,Other reserves,1705.3,1460.3,1530.9
KERALA,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),,Deposits and Advances,Deposits and Advances ,56377.7,61518.2,69691.9
KERALA,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),1. Civil Deposits,Civil Deposits Income,Civil Deposits,21312.9,21307.8,19821.7
KERALA,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),2. Deposits of Local Funds,Deposits of Local Funds,Deposits of Local Funds,33832.2,39509.7,49414.5
KERALA,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),3. Civil Advances,Civil Advances Income,Civil Advances,7.2,0.7,0.8
KERALA,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),4. Others,Deposits and Advances -Others,Other deposits,1225.4,700,454.8
KERALA,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),,Suspense and Miscellaneous,Suspense and Misc. ,1009878.8,836097.4,497129.9
KERALA,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),1. Suspense,Suspense,Suspense,98747.4,98383.8,98383.8
KERALA,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),2. Cash Balance Investment Accounts,Cash Balance Investment Accounts,Cash Balance,582353.6,380032.5,25000
KERALA,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),3. Deposits with RBI,Deposits with RBI,Deposits with RBI,NA,NA,NA
KERALA,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),4. Others,Miscellaneous-Others,Miscellaneous,328777.7,357681,373746.1
KERALA,TOTAL CAPITAL RECEIPTS,XI. Appropriation to Contingency Fund,,Appropriation to Contingency Fund,Appropriation ,NA,NA,NA
KERALA,TOTAL CAPITAL RECEIPTS,XII. Miscellaneous Capital Receipts,,Miscellaneous Capital Receipts,Misc. Capital Receipts,246.1,200,200.2
KERALA,TOTAL CAPITAL RECEIPTS,XIII. Remittances,,Remittances,Remittances,81322.9,81230.9,81678.9
KERALA,TOTAL REVENUE,,,TOTAL REVENUE,Tot. Revenue,309909.5,395878.3,481415.9
KERALA,TOTAL REVENUE,I. TAX REVENUE (A+B),,TAX REVENUE,Tax Revenue,268635.4,326232.5,392256.7
KERALA,TOTAL REVENUE,I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),State's Own Tax Revenue,own tax revenue,217216.9,264462.8,321222.1
KERALA,TOTAL REVENUE,I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),Taxes on Income,tax-income,469.7,145.7,159.8
KERALA,TOTAL REVENUE,I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),Taxes on Property and Capital  Transactions,tax-property,26632.5,33097.7,39944.3
KERALA,TOTAL REVENUE,I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),Taxes on Commodities and Services,tax-comm.&services,190114.7,231219.4,281118.1
KERALA,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Share in Central Taxes (i to,central taxes,51418.5,61769.7,71034.6
KERALA,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Corporation Tax,corp. tax,20097.7,24956,28699.4
KERALA,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Income Tax,income tax,10620.5,12274.7,14116
KERALA,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Estate Duty,estate duty,NA,NA,NA
KERALA,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Other Taxes on Income and Expenditure,other taxes,NA,NA,NA
KERALA,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Taxes on Wealth,tax-walth,41.2,47,54
KERALA,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Customs,customs,8991.1,10457.8,12026.5
KERALA,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Union Excise Duties,excise duty,6540.8,7976.1,9172.6
KERALA,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Service Tax,service tax,5127.2,6058.1,6966.1
KERALA,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Other Taxes and Duties on Commodities and Services,other duty,NA,NA,NA
KERALA,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),,NON-TAX REVENUE,non tax revenue,41274.1,69645.9,89159.2
KERALA,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),State's Own Non-Tax Revenue,own non tax revenue,19307.9,27508.1,34954.1
KERALA,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Interest Receipts,interest,1714.7,1817,1896
KERALA,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Dividends and Profits,dividend,754.6,808.8,835.8
KERALA,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),General Services,general services,9523.3,15573.8,21907.1
KERALA,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Social Services,social services,5714.6,12550,18600
KERALA,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Fiscal Services,fiscal services,2312.2,2768.8,3253.9
KERALA,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Economic Services,economic services,NA,NA,NA
KERALA,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Grants from the Centre,centre grant,5003.1,6539.6,7061.3
KERALA,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Grant-State Plan Schemes,state plan,21966.2,42137.8,54205.1
KERALA,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Grant-Central Plan Schemes,central plan,9342.2,19962.3,22175.9
KERALA,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Grant-Centrally Sponsored Schemes,centrally sponsered,432,441.5,464.8
KERALA,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),NEC or Special Plan Scheme,special scheme,7291.3,13515.3,21086
KERALA,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Non-Plan Grants,non plan Grants,4900.6,8218.7,10478.4
MAHARASHTRA,TOTAL INCOME,,,TOTAL INCOME,Tot. Income,5151955.6,5169207.7,5021578.8
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,,,TOTAL CAPITAL RECEIPTS,Tot. Cap. Receipts,4093277.5,3916079.6,3654461.8
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,I. External Debt #,,External Debt,Ext. Debt,NA,NA,NA
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),,Internal Debt,Int. Debt,199198.6,239648.8,237616.4
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),1. Market Loans,Market Loans,Market Loans,114998.2,210000,177967.6
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),2. Loans from LIC,Loans from LIC,Loan-LIC,3100,NA,NA
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),3. Loans from SBI and other Banks,Loans from SBI and other Banks,Loan-SBI,NA,NA,NA
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),4. Loans from National Bank for Agriculture and Rural Development,Loans from National Bank for Agriculture and Rural Development,Loan-NBARD,6929.2,10000,10000
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),5. Loans from National Co-operative Development Corporation,Loans from National Co-operative Development Corporation,Loan-NCDC,2218.6,NA,NA
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),6. WMA from RBI,WMA from RBI,WMA-RBI,NA,NA,30000
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),7. Special Securities issued to NSSF,Special Securities issued to NSSF,Securities-NSSF,75049.9,19648.8,19648.8
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),8. Others@,Internal Debt-Others,Oth-Debt,-3097.2,NA,NA
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),,Loans and Advances from the Centre,Loan from centre,8199.2,17914.4,30198.4
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),1. State Plan Schemes,State Plan Schemes,state plan,8199.2,10000,11768.6
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),2. Central Plan Schemes,Central Plan Schemes,central plan,NA,NA,NA
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),3. Centrally Sponsored Schemes,Centrally Sponsored Schemes,centrally sponsered,NA,7889.4,18404.8
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),4. Non-Plan,Non-Plan,non -plan Loans,NA,25,25
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),5. Ways and Means Advances from Centre,Ways and Means Advances from Centre,advances,NA,NA,NA
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),6. Loans for Special Schemes,Loans for Special Schemes,special scheme,NA,NA,NA
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),,Recovery of Loans and Advances,recovery,6400.9,7423.3,7347.2
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),1. Housing,Housing,Housing,644.3,921,940.2
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),2. Urban Development,Urban Development,Urb. Dev.,-842.5,68.2,80.8
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),3. Crop Husbandry,Crop Husbandry,Crop Husbandry,0.2,0.4,0.4
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),4. Food Storage and Warehousing,Food Storage and Warehousing,Food Storage,NA,NA,NA
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),5. Co-operation,Co-operation,Co-operation,2421.1,1224.5,1225.7
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),6. Minor Irrigation,Minor Irrigation,Minor Irrigation,0.2,0.1,0.1
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),7. Power Projects,Power Projects,Power Projects,996.4,1877,1026.3
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),8. Village and Small Industries,Village and Small Industries,Village and Small Industries,23.6,15.2,23.8
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),9. Industries and Minerals,Industries and Minerals,Industries and Minerals,76.6,75,75.5
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),10.Road Transport,Road Transport,Road Transport,NA,NA,NA
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),"11. Government Servants, etc.+","Government Servants, etc.+",Govt. Servants,2093.8,2257.3,2551.7
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),12. Others**,Recovery of Loands and Advances-Others,Other-loan,987.3,984.8,1422.7
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,V. Inter-State Settlement,,Inter-State Settlement, Inter-State Settlement,NA,NA,NA
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,VI. Contingency Fund,,Contingency Fund,Contingency Fund,8530,NA,NA
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,"VII. State Provident Funds, etc. (1 + 2)",,"Total Capital Receipts- State Provident Funds, etc.",Tot.State Provident Funds,38820.3,52044.5,54764.2
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,"VII. State Provident Funds, etc. (1 + 2)",1. State Provident Funds,Total Capital Receipts- State Provident Funds,State Provident Funds,35701.1,46107.8,49778.6
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,"VII. State Provident Funds, etc. (1 + 2)",2. Others,Total Capital Receipts-State Provident Funds-Others,Other fund,3119.1,5936.6,4985.6
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),,Reserve Funds,Reserve Funds ,33461.2,21670.9,23593.9
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),1. Depreciation/Renewal Reserve Funds,Depreciation or Renewal Reserve Funds,Depreciation Funds,0.6,5,0.5
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),2. Sinking Funds,Sinking Funds, Sinking Funds,22992.5,10080,12440
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),3. Famine Relief Fund,Famine Relief Fund,Famine Relief Fund,NA,NA,NA
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),4. Others,Reserve Funds-Others,Other reserves,10468.1,11585.9,11153.4
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),,Deposits and Advances,Deposits and Advances ,219175.2,250774.1,204963
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),1. Civil Deposits,Civil Deposits Income,Civil Deposits,208075.5,241073.7,192611.4
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),2. Deposits of Local Funds,Deposits of Local Funds,Deposits of Local Funds,NA,0.3,1.1
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),3. Civil Advances,Civil Advances Income,Civil Advances,2788.8,2500.2,2000.2
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),4. Others,Deposits and Advances -Others,Other deposits,8310.9,7200,10350.4
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),,Suspense and Miscellaneous,Suspense and Misc. ,3376787,3139598.5,2903972.7
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),1. Suspense,Suspense,Suspense,-52.9,143,172.7
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),2. Cash Balance Investment Accounts,Cash Balance Investment Accounts,Cash Balance,3384892,3100000,2400000
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),3. Deposits with RBI,Deposits with RBI,Deposits with RBI,NA,NA,NA
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),4. Others,Miscellaneous-Others,Miscellaneous,-8052.1,39455.5,503800
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,XI. Appropriation to Contingency Fund,,Appropriation to Contingency Fund,Appropriation ,NA,NA,NA
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,XII. Miscellaneous Capital Receipts,,Miscellaneous Capital Receipts,Misc. Capital Receipts,172.8,NA,NA
MAHARASHTRA,TOTAL CAPITAL RECEIPTS,XIII. Remittances,,Remittances,Remittances,202532.4,187005.1,192006
MAHARASHTRA,TOTAL REVENUE,,,TOTAL REVENUE,Tot. Revenue,1058678.1,1253128.1,1367117
MAHARASHTRA,TOTAL REVENUE,I. TAX REVENUE (A+B),,TAX REVENUE,Tax Revenue,864468.8,997485.1,1090232.8
MAHARASHTRA,TOTAL REVENUE,I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),State's Own Tax Revenue,own tax revenue,750270.6,864299.1,932948.3
MAHARASHTRA,TOTAL REVENUE,I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),Taxes on Income,tax-income,16862,17000,18700
MAHARASHTRA,TOTAL REVENUE,I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),Taxes on Property and Capital  Transactions,tax-property,146109.7,155656.2,173308.6
MAHARASHTRA,TOTAL REVENUE,I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),Taxes on Commodities and Services,tax-comm.&services,587298.9,691643,740939.7
MAHARASHTRA,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Share in Central Taxes (i to,central taxes,114198.2,133186,157284.5
MAHARASHTRA,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Corporation Tax,corp. tax,44633.9,51676.6,57467.5
MAHARASHTRA,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Income Tax,income tax,23586.6,27234.1,31091.8
MAHARASHTRA,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Estate Duty,estate duty,NA,NA,NA
MAHARASHTRA,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Other Taxes on Income and Expenditure,other taxes,NA,NA,NA
MAHARASHTRA,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Taxes on Wealth,tax-walth,91.5,180.4,205.7
MAHARASHTRA,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Customs,customs,19968,23165.9,28598.1
MAHARASHTRA,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Union Excise Duties,excise duty,14526,15165.7,19583.3
MAHARASHTRA,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Service Tax,service tax,11386.5,15613.5,20338.2
MAHARASHTRA,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Other Taxes and Duties on Commodities and Services,other duty,5.7,149.8,-0.1
MAHARASHTRA,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),,NON-TAX REVENUE,non tax revenue,194209.4,255643,276884.2
MAHARASHTRA,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),State's Own Non-Tax Revenue,own non tax revenue,82250.4,99032.4,108861.7
