State,From Year,To Year,Category,Sub-category,Display Names,Total,% To India,% To State,Males,% To Total,Females,% To Total,All India Total,All India Males,All India Females,All States,All India Figs
ANDAMAN & NICOBAR ISLANDS,2001,2011,POPULATION,Decadal Population Growth (2001-2011) (in %),Decadal Pop. Growth,6.68,,,4.85, ,8.85,,17.64,17.19,18.12,,
GUJARAT,,2010,HEALTH,Death Rate (2010),Death Rate,6.7,,,,,,,7.2,,,,
RAJASTHAN,,2010,HEALTH,Death Rate (2010),Death Rate,6.7,,,,,,,7.2,,,,
JAMMU & KASHMIR,2011,2012,ECONOMY/ BUDGET,Growth Rate (At Constant 2004-05 Prices) (%) ,Growth Rate,6.78,,,,,,,6.88,,,,
CHHATTISGARH,,2011,HOUSEHOLD ASSETS,Total No of Census Houses (in million),Total Houses(Mn),6.8,,,,,,,330.8,,,,
MADHYA PRADESH,2001,2011,ECONOMY/ BUDGET,Increase In per capita income (%),Increase In per capita income(%),6.8,,,,,,,8.3,,,,
BIHAR,,2010,HEALTH,Death Rate (2010),Death Rate,6.8,,,,,,,7.2,,,,
ANDHRA PRADESH,2011,2012,ECONOMY/ BUDGET,Growth Rate (At Constant 2004-05 Prices) (%) ,Growth Rate,6.81,,,,,,,724279.85,,,,
TAMIL NADU,2001,2011,EDUCATION,Decadal Difference In Literacy Rate,Decadal Diff.-Literacy Rate,6.88,,,1.33,,1.04,,6.76,7.13,6.37,,
MADHYA PRADESH,2001,2011,EDUCATION,Decadal Difference In Literacy Rate,Decadal Diff.-Literacy Rate,6.89,,,,,,,9.21,,,,
HIMACHAL PRADESH,,2011,POPULATION,Population (in million),Population(Mn),6.9,0.57,,3.5,50.67,3.4,49.33,1210.2,623.7,586.5,,
HIMACHAL PRADESH,,2010,HEALTH,Death Rate (2010),Death Rate,6.9,,,,,,,7.2,,,,
RAJASTHAN,,2011,HOUSEHOLD ASSETS,Houses With Computer or Laptop (in %),Houses- Computer or Laptop (%),6.9,,,,,,,9.5,,,,
MAHARASHTRA,2007,2009,HEALTH,Maternal Mortality Rate ,Maternal Mortality Rate ,6.9,,,,,,,16.3,,,,
BIHAR,2001,2011,ECONOMY/ BUDGET,Increase In per capita income (%),Increase In per capita income(%),6.9,,,,,,,8.3,,,,
JHARKHAND,,2011,HOUSEHOLD ASSETS,Houses With Computer or Laptop (in %),Houses- Computer or Laptop (%),6.9,,,,,,,9.5,,,,
ORISSA,,2011,POPULATION,Urban Population (in million),Population-Urb(Mn),6.9,,16.68,3.6,,3.4,,377.1,195.8,181.3,,
ANDAMAN & NICOBAR ISLANDS,,2011,HOUSEHOLD ASSETS,Houses With cars (in %),Houses- cars ( %),6.9,,,,,,,4.7,,,,
TAMIL NADU,,2011,POPULATION,Child Population (0-6 Years) (in Million),Child Population(Mn),6.9,,9.82,,,,,117.6,,,,
ANDHRA PRADESH,,2011,HOUSEHOLD ASSETS,Houses Using Kerosene (in %),Houses -Kerosene ( %),6.9,,,,,,,0.4,,,,
KARNATAKA,,2011,POPULATION,Child Population (0-6 Years) (in Million),Child Population(Mn),6.9,,11.59,,,,,117.6,,,,
HARYANA,,2011,HOUSEHOLD ASSETS,Total No of Census Houses (in million),Total Houses(Mn),7,,,,,,,330.8,,,,
PUNJAB,,2010,HEALTH,Death Rate (2010),Death Rate,7,,,,,,,7.2,,,,
UTTARAKHAND,,2011,POPULATION,Rural Population (in million),Population-Rur(Mn),7,,69.45,3.5, ,3.5,,833.1,427.9,405.2,,
MAHARASHTRA,2007,2008,POPULATION,HDI Ranking,HDI Rank,7,,,,,,,,,,,
BIHAR,,2010,INDUSTRY & INFRASTRUCTURE,Avg Cargo Handled Per Day  (in tonne) (Domestic),Avg Cargo per Day(ton) (Dom.),7,,,,,,,1599,,,,
JHARKHAND,,2010,HEALTH,Death Rate (2010),Death Rate,7,,,,,,,7.2,,,,
ASSAM,2009,2010,EDUCATION,Colleges & Polytechnics-Medical,Colleges-Medical,7,,,,,,,2074,,,,
MIZORAM,,2012,HEALTH,No of Urban Hospitals (Govt),Urb. Hospitals (Govt),7,,,,,,,4146,,,,
DAMAN & DIU,2011,2012,LABOUR AND EMPLOYMENT,Urban Unemployment Rate  (2011-12),Unemployment Rate-urb,7,,,9,,NA,,3.4,2.7,5.6,,
ANDAMAN & NICOBAR ISLANDS,,2010,INDUSTRY & INFRASTRUCTURE,Avg Cargo Handled Per Day  (in tonne) (Domestic),Avg Cargo per Day(ton) (Dom.),7,,,,,,,1599,,,,
CHANDIGARH,2009,2010,EDUCATION,Colleges and Polytechnics-Engineering or Technology or Architecture,Colleges-Engineering,7,,,,,,,2894,,,,
UTTAR PRADESH,,2010,INDUSTRY & INFRASTRUCTURE,Avg Cargo Handled Per Day  (in tonne) (Domestic),Avg Cargo per Day(ton) (Dom.),7,,,,,,,,,,,
KERALA,,2010,HEALTH,Death Rate (2010),Death Rate,7,,,,,,,47,,,,
TAMIL NADU,,2011,HOUSEHOLD ASSETS,Availability of Drinking Water Source Away (in %),Drinking Water  Away ( %),7,,,,,,,29.1,,,,
PUNJAB,2001,2011,EDUCATION,Decadal Difference In Literacy Rate,Decadal Diff.-Literacy Rate,7.03,,,,,,,9.21,,,,
WEST BENGAL,2011,2012,ECONOMY/ BUDGET,Growth Rate (At Constant 2004-05 Prices) (%) ,Growth Rate,7.06,,,,,,,6.88,,,,
JAMMU & KASHMIR,2011,2012,LABOUR AND EMPLOYMENT,Urban Unemployment Rate  (2011-12),Unemployment Rate-urb,7.1,,,4.4,,26,,5,3.4,12.5,,
RAJASTHAN,2001,2011,ECONOMY/ BUDGET,Increase In per capita income (%),Increase In per capita income(%),7.1,,,,,,,8.3,,,,
WEST BENGAL,2001,2011,ECONOMY/ BUDGET,Increase In per capita income (%),Increase In per capita income(%),7.1,,,,,,,8.3,,,,
BIHAR,,2011,HOUSEHOLD ASSETS,Houses With Computer or Laptop (in %),Houses- Computer or Laptop (%),7.1,,,,,,,9.5,,,,
KARNATAKA,,2010,HEALTH,Death Rate (2010),Death Rate,7.1,,,,,,,47,,,,
SIKKIM,2009,2010,EDUCATION,Drop Out Rate Primary,Drop Out Rate Primary,7.11,,,,,,,6.76,7.13,6.37,,
KARNATAKA,2001,2011,EDUCATION,Decadal Difference In Literacy Rate,Decadal Diff.-Literacy Rate,7.19,,,3.73,,3.56,,6.76,7.13,6.37,,
DELHI,,2011,INDUSTRY & INFRASTRUCTURE,Motor Vehicles (in million),Motor Vehicles (Mn),7.23,,,,,,,141.86,,,,
HIMACHAL PRADESH,2001,2011,EDUCATION,Decadal Difference In Literacy Rate,Decadal Diff.-Literacy Rate,7.3,,,NA,,NA,,9.21,,,,
ASSAM,2011,2012,LABOUR AND EMPLOYMENT,Urban Unemployment Rate  (2011-12),Unemployment Rate-urb,7.3,,,4.4,,20.6,,5,3.4,12.5,,
MIZORAM,,2011,HOUSEHOLD ASSETS,Houses With cars (in %),Houses- cars ( %),7.3,,,,,,,4.7,,,,
TRIPURA,,2011,HOUSEHOLD ASSETS,Houses With Computer or Laptop (in %),Houses- Computer or Laptop (%),7.3,,,,,,,9.5,,,,
MADHYA PRADESH,,2011,INDUSTRY & INFRASTRUCTURE,Motor Vehicles (in million),Motor Vehicles (Mn),7.36,,,,,,,141.86,,,,
PUDUCHERRY,,2010,HEALTH,Death Rate (2010),Death Rate,7.4,,,,,,,7.2,,,,
MAHARASHTRA,,2011,POPULATION,Rural Child Population (0-6 Years) (in million),Child Population-Rur(Mn),7.45,,12.1,,,,,117.6,,,,
ASSAM,,2010,INDUSTRY & INFRASTRUCTURE,Avg Cargo Handled Per Day  (in tonne) (Domestic),Avg Cargo per Day(ton) (Dom.),7.45,,,,,,,1599,,,,
GUJARAT,,2011,POPULATION,Child Population (0-6 Years) (in Million),Child Population(Mn),7.5,,12.41,, ,,,158.8,,,,
JAMMU & KASHMIR,,2011,HOUSEHOLD ASSETS,Houses With cars (in %),Houses- cars ( %),7.5,,,,,,,4.7,,,,
WEST BENGAL,,2011,POPULATION,Rural Child Population (0-6 Years) (in million),Child Population-Rur(Mn),7.5,,12.11,,,,,117.6,,,,
JHARKHAND,2001,2011,ECONOMY/ BUDGET,Increase In per capita income (%),Increase In per capita income(%),7.5,,,,,,,8.3,,,,
GUJARAT,2011,2012,POPULATION,Rural Population Below Poverty Line (in million),BPL Population-Rur(Mn),7.54,,21.54,,,,,,,,,
PUNJAB,2001,2011,POPULATION,Rural Decadal Population Growth (in %),Decadal Pop. Growth-Rur,7.58,,,6.69, ,8.58,,12.18,12.12,12.25,,
HIMACHAL PRADESH,2011,2012,ECONOMY/ BUDGET,Growth Rate (At Constant 2004-05 Prices) (%) ,Growth Rate,7.59,,,,,,,6.88,,,,
DELHI,2012,2013,Fiscal Developments,Debt-GDP Ratio (BE),Debt-GDP Ratio,7.6,,,,,,,21.9,,,,
MEGHALAYA,,2011,HOUSEHOLD ASSETS,Houses With Computer or Laptop (in %),Houses- Computer or Laptop (%),7.6,,,,,,,9.5,,,,
TAMIL NADU,,2010,HEALTH,Death Rate (2010),Death Rate,7.6,,,,,,,47,,,,
ANDHRA PRADESH,,2010,HEALTH,Death Rate (2010),Death Rate,7.6,,,,,,,47,,,,
KARNATAKA,2001,2011,POPULATION,Rural Decadal Population Growth (in %),Decadal Pop. Growth-Rur,7.63,,,,,,,940,,,,
DADRA & NAGAR HAVELI,2001,2011,POPULATION,Rural Decadal Population Growth (in %),Decadal Pop. Growth-Rur,7.64,,,6.99, ,8.41,,12.18,12.12,12.25,,
ORISSA,,2012,POPULATION,Aadhar (upto 18th May 2013)- No of Persons Enrolled (in million),Aadhar(Mn),7.7,,,,,,,341.12,,,,
WEST BENGAL,2001,2011,POPULATION,Rural Decadal Population Growth (in %),Decadal Pop. Growth-Rur,7.73,,,7.73, ,7.74,,12.18,12.12,12.25,,
PUNJAB,,2011,HOUSEHOLD ASSETS,Total No of Census Houses (in million),Total Houses(Mn),7.8,,,,,,,330.8,,,,
WEST BENGAL,2011,2012,LABOUR AND EMPLOYMENT,Unemployment Rate   (2011-12),Unemployment Rate,7.8,,,5.3,,21.2,,3.8,2.9,6.9,,
JHARKHAND,,2011,HOUSEHOLD ASSETS,Total No of Census Houses (in million),Total Houses(Mn),7.8,,,,,,,330.8,,,,
NAGALAND,,2011,HOUSEHOLD ASSETS,Houses With cars (in %),Houses- cars ( %),7.8,,,,,,,4.7,,,,
KERALA,2011,2012,ECONOMY/ BUDGET,Growth Rate (At Constant 2004-05 Prices) (%) ,Growth Rate,7.8,,,,,,,724279.85,,,,
ANDHRA PRADESH,2011,2012,POPULATION,Population Below Poverty Line (in million),BPL Population(Mn),7.88,,10.96,,,,,,,,,
ARUNACHAL PRADESH,,2011,HOUSEHOLD ASSETS,Houses With cars (in %),Houses- cars ( %),7.9,,,,,,,4.7,,,,
MEGHALAYA,,2010,HEALTH,Death Rate (2010),Death Rate,7.9,,,,,,,7.2,,,,
JHARKHAND,,2011,POPULATION,Urban Population (in million),Population-Urb(Mn),7.93,,24.05,4.2, ,3.8,,377.1,195.8,181.3,,
RAJASTHAN,,2011,INDUSTRY & INFRASTRUCTURE,Motor Vehicles (in million),Motor Vehicles (Mn),7.99,,,,,,,141.86,,,,
DELHI,2009,2010,EDUCATION,Colleges & Polytechnics-Medical,Colleges-Medical,8,,,,,,,2074,,,,
RAJASTHAN,2009,2010,EDUCATION,Schools and Colleges-Pre-Primary or Pre Basic Schools,Pre-Primary Schools,8,,,,,,,67822,,,,
CHHATTISGARH,,2010,HEALTH,Death Rate (2010),Death Rate,8,,,,,,,7.2,,,,
MANIPUR,2011,2012,LABOUR AND EMPLOYMENT,Urban Unemployment Rate  (2011-12),Unemployment Rate-urb,8,,,8.7,,6.5,,5,3.4,12.5,,
MANIPUR,,2012,HEALTH,No of Urban Hospitals (Govt),Urb. Hospitals (Govt),8,,,,,,,4146,,,,
PUDUCHERRY,2012,2013,HEALTH,Expenditure on Health (% of GDP) (2012-13 BE),Expenditure on Health (% ),8,,,,,,,,,,0.7,
CHANDIGARH,2009,2010,EDUCATION,"Colleges & Polytechnics-Arts, Fine Arts, Social Work, Science & Commerce",Colleges -Arts,8,,,,,,,14321,,,,
TAMIL NADU,2007,2008,POPULATION,HDI Ranking,HDI Rank,8,5.96,50.12,36.2,49.88,35.9,,1210.2,623.7,586.5,,
TAMIL NADU,2010,2011,ECONOMY/ BUDGET,Agri GSDP (%),Agri GSDP (%),8,,,,,,,27,,,,
GOA,,2012,HEALTH,No of Rural Hospitals (Govt),Rur. Hospitals (Govt),8,,,,,,,160862,,,,
UTTARAKHAND,2009,2010,EDUCATION,Drop Out Rate Primary,Drop Out Rate Primary,8.01,,,,,,,6.76,7.13,6.37,,
GUJARAT,,2011,HOUSEHOLD ASSETS,Houses Using Kerosene (in %),Houses -Kerosene ( %),8.1,,,,,,,31.4,,,,
HARYANA,,2011,HOUSEHOLD ASSETS,Houses Using Kerosene (in %),Houses -Kerosene ( %),8.1,,,,,,,31.4,,,,
MADHYA PRADESH,,2011,POPULATION,Rural Child Population (0-6 Years) (in million),Child Population-Rur(Mn),8.1,,15.48,,,,,117.6,,,,
BIHAR,,2011,HOUSEHOLD ASSETS,Houses With 2 wheelers (in %),Houses-2 wheelers ( %),8.1,,,,,,,21,,,,
UTTAR PRADESH,,2011,HOUSEHOLD ASSETS,Houses With Computer or Laptop (in %),Houses- Computer or Laptop (%),8.1,,,,,,,9.5,,,,
UTTAR PRADESH,,2010,HEALTH,Death Rate (2010),Death Rate,8.1,,,,,,,7.2,,,,
HARYANA,2011,2012,ECONOMY/ BUDGET,Growth Rate (At Constant 2004-05 Prices) (%) ,Growth Rate,8.12,,,,,,,6.88,,,,
MADHYA PRADESH,2010,2011,ECONOMY/ BUDGET,Growth Rate (At Constant 2004-05 Prices) (%) ,Growth Rate,8.17,,,,,,,8.39,,,,
GOA,2001,2011,POPULATION,Decadal Population Growth (2001-2011) (in %),Decadal Pop. Growth,8.17,,,34, ,36.39,,31.8,30.06,33.73,,
ARUNACHAL PRADESH,,2011,HOUSEHOLD ASSETS,Houses With Computer or Laptop (in %),Houses- Computer or Laptop (%),8.2,,,,,,,9.5,,,,
ASSAM,,2010,HEALTH,Death Rate (2010),Death Rate,8.2,,,,,,,7.2,,,,
TRIPURA,,2011,HOUSEHOLD ASSETS,Houses With 2 wheelers (in %),Houses-2 wheelers ( %),8.2,,,,,,,21,,,,
KERALA,2011,2012,LABOUR AND EMPLOYMENT,Rural Unemployment Rate  (2011-12),Unemployment Rate-Rur,8.2,,,4,,37.5,,5,3.4,12.5,,
KERALA,,2011,HOUSEHOLD ASSETS,Availability of Drinking Water Source Away (in %),Drinking Water  Away ( %),8.2,,,,,,,29.1,,,,
TAMIL NADU,2011,2012,POPULATION,Population Below Poverty Line (in million),BPL Population(Mn),8.26,,15.83,,,,,,,,,
HIMACHAL PRADESH,,2011,HOUSEHOLD ASSETS,Houses With cars (in %),Houses- cars ( %),8.3,,,,,,,4.7,,,,
RAJASTHAN,,2011,POPULATION,Rural Child Population (0-6 Years) (in million),Child Population-Rur(Mn),8.3,,16.14,,,,,117.6,,,,
MADHYA PRADESH,,2010,HEALTH,Death Rate (2010),Death Rate,8.3,,,,,,,7.2,,,,
WEST BENGAL,,2011,HOUSEHOLD ASSETS,Houses With Computer or Laptop (in %),Houses- Computer or Laptop (%),8.3,,,,,,,9.5,,,,
BIHAR,2011,2012,LABOUR AND EMPLOYMENT,Unemployment Rate   (2011-12),Unemployment Rate,8.3,,,5.8,,20.3,,3.8,2.9,6.9,,
SIKKIM,,2011,HOUSEHOLD ASSETS,Houses With cars (in %),Houses- cars ( %),8.3,,,,,,,4.7,,,,
DADRA & NAGAR HAVELI,,2011,HOUSEHOLD ASSETS,Houses With Computer or Laptop (in %),Houses- Computer or Laptop (%),8.3,,,,,,,9.5,,,,
NAGALAND,2011,2012,Fiscal Developments,Revenue Deficit (BE) (As %ge Of GSDP),Revenue Deficit(%),8.38,,,,,,,0.32,,,,
JAMMU & KASHMIR,,2011,HOUSEHOLD ASSETS,Houses With Computer or Laptop (in %),Houses- Computer or Laptop (%),8.4,,,,,,,9.5,,,,
HIMACHAL PRADESH,,2011,HOUSEHOLD ASSETS,Houses With Computer or Laptop (in %),Houses- Computer or Laptop (%),8.4,,,,,,,9.5,,,,
ANDHRA PRADESH,,2011,HOUSEHOLD ASSETS,Houses With Computer or Laptop (in %),Houses- Computer or Laptop (%),8.4,,,,,,,63.2,,,,
RAJASTHAN,2011,2012,POPULATION,Rural Population Below Poverty Line (in million),BPL Population-Rur(Mn),8.42,,16.05,,,,,,,,,
ASSAM,2011,2012,ECONOMY/ BUDGET,Growth Rate (At Constant 2004-05 Prices) (%) ,Growth Rate,8.42,,,,,,,6.88,,,,
WEST BENGAL,2001,2011,EDUCATION,Decadal Difference In Literacy Rate,Decadal Diff.-Literacy Rate,8.44,,,,,,,9.21,,,,
WEST BENGAL,,2011,HOUSEHOLD ASSETS,Houses With 2 wheelers (in %),Houses-2 wheelers ( %),8.5,,,,,,,21,,,,
BIHAR,2011,2012,LABOUR AND EMPLOYMENT,Rural Unemployment Rate  (2011-12),Unemployment Rate-Rur,8.5,,,5.9,,20.5,,3.4,2.7,5.6,,
ASSAM,2009,2010,EDUCATION,Drop Out Rate Primary,Drop Out Rate Primary,8.6,,,9.3,,7.89,,6.76,7.13,6.37,,
ORISSA,2011,2012,ECONOMY/ BUDGET,Growth Rate (At Constant 2004-05 Prices) (%) ,Growth Rate,8.6,,,,,,,6.88,,,,
ORISSA,,2010,HEALTH,Death Rate (2010),Death Rate,8.6,,,,,,,7.2,,,,
ANDHRA PRADESH,,2011,POPULATION,Child Population (0-6 Years) (in Million),Child Population(Mn),8.6,,10.39,,,,,117.6,,,,
KARNATAKA,2001,2011,ECONOMY/ BUDGET,Increase In per capita income (%),Increase In per capita income(%),8.6,,,,,,,0.32,,,,
KARNATAKA,,2011,HOUSEHOLD ASSETS,Houses Using Kerosene (in %),Houses -Kerosene ( %),8.6,,,,,,,0.4,,,,
MADHYA PRADESH,2009,2010,EDUCATION,Drop Out Rate Primary,Drop Out Rate Primary,8.61,,,9.48,,7.72,,6.76,7.13,6.37,,
HARYANA,2001,2011,EDUCATION,Decadal Difference In Literacy Rate,Decadal Diff.-Literacy Rate,8.73,,,,,,,9.21,,,,
GUJARAT,,2011,HOUSEHOLD ASSETS,Houses With Computer or Laptop (in %),Houses- Computer or Laptop (%),8.8,,,,,,,9.5,,,,
HARYANA,,2011,POPULATION,Urban Population (in million),Population-Urb(Mn),8.8,,34.79,4.7,,4.1,,377.1,195.8,181.3,,
UTTARAKHAND,,2011,POPULATION,Population (Aged 7 & Above) (in million),Population(>7 Yrs)(Mn),8.8,,,,,,,1051.4,,,,
UTTARAKHAND,2011,2012,ECONOMY/ BUDGET,Growth Rate (At Constant 2004-05 Prices) (%) ,Growth Rate,8.8,,,,,,,6.88,,,,
ANDAMAN & NICOBAR ISLANDS,,2011,HOUSEHOLD ASSETS,Houses With Computer or Laptop (in %),Houses- Computer or Laptop (%),8.8,,,,,,,9.5,,,,
TRIPURA,2011,2012,ECONOMY/ BUDGET,Growth Rate (At Constant 2004-05 Prices) (%) ,Growth Rate,8.87,,,,,,,6.88,,,,
CHHATTISGARH,2011,2012,POPULATION,Rural Population Below Poverty Line (in million),BPL Population-Rur(Mn),8.89,,44.61,,,,,,,,,
DAMAN & DIU,2001,2011,EDUCATION,Drop Out Rate Primary,Drop Out Rate Primary,8.89,,,,,,,9.21,,,,
NAGALAND,,2011,HOUSEHOLD ASSETS,Houses With Computer or Laptop (in %),Houses- Computer or Laptop (%),8.9,,,,,,,9.5,,,,
SIKKIM,2010,2011,ECONOMY/ BUDGET,Growth Rate (At Constant 2004-05 Prices) (%) ,Growth Rate,8.94,,,,,,,8.39,,,,
ANDHRA PRADESH,2001,2011,EDUCATION,Decadal Difference In Literacy Rate,Decadal Diff.-Literacy Rate,8.96,,,5.73,,5.03,,6.76,7.13,6.37,,
HARYANA,2007,2008,POPULATION,HDI Ranking,HDI Rank,9,,,,,,,,,,,
MAHARASHTRA,2010,2011,ECONOMY/ BUDGET,Agri GSDP (%),Agri GSDP (%),9,,,,,,,14,,,,
JHARKHAND,2009,2010,EDUCATION,Colleges and Polytechnics-Education orTeacher training,Colleges -Education,9,,,,,,,3357,,,,
ASSAM,2009,2010,EDUCATION,Colleges and Polytechnics-Engineering or Technology or Architecture,Colleges-Engineering,9,,,,,,,2894,,,,
DAMAN & DIU,2009,2010,EDUCATION,"Colleges & Polytechnics-Arts, Fine Arts, Social Work, Science & Commerce",Colleges -Arts,9,,,,,,,66917,,,,
DADRA & NAGAR HAVELI,2009,2010,EDUCATION,Schools and Colleges-Pre-Degree or Junior Colleges or Higher Sec. Schools,Junior Colleges,9,,,,,,,66917,,,,
GOA,,2012,HEALTH,No of Urban Hospitals (Govt),Urb. Hospitals (Govt),9,,,,,,,618664,,,,
MANIPUR,2009,2010,EDUCATION,Drop Out Rate Primary,Drop Out Rate Primary,9.06,,,,,,,6.76,7.13,6.37,,
ASSAM,,2011,HOUSEHOLD ASSETS,Total No of Census Houses (in million),Total Houses(Mn),9.07,,,,,,,330.8,,,,
JAMMU & KASHMIR,,2011,POPULATION,Rural Population (in million),Population-Rur(Mn),9.1,,72.79,4.8, ,4.3,,833.1,427.9,405.2,,
MANIPUR,,2011,HOUSEHOLD ASSETS,Houses With Computer or Laptop (in %),Houses- Computer or Laptop (%),9.1,,,,,,,9.5,,,,
TAMIL NADU,2001,2011,ECONOMY/ BUDGET,Increase In per capita income (%),Increase In per capita income(%),9.1,,,,,,,0.32,,,,
ANDHRA PRADESH,2007,2009,HEALTH,Maternal Mortality Rate ,Maternal Mortality Rate ,9.1,,,,,,,11993,,,,
MIZORAM,2010,2011,ECONOMY/ BUDGET,Growth Rate (At Constant 2004-05 Prices) (%) ,Growth Rate,9.18,,,,,,,8.39,,,,
WEST BENGAL,2007,2009,HEALTH,Maternal Mortality Rate ,Maternal Mortality Rate ,9.2,,,,,,,16.3,,,,
ANDHRA PRADESH,2001,2011,ECONOMY/ BUDGET,Increase In per capita income (%),Increase In per capita income(%),9.2,,,,,,,0.32,,,,
ASSAM,2011,2012,POPULATION,Rural Population Below Poverty Line (in million),BPL Population-Rur(Mn),9.21,,33.89,,,,,,,,,
GUJARAT,2001,2011,POPULATION,Rural Decadal Population Growth (in %),Decadal Pop. Growth-Rur,9.23,,,9.1, ,9.37,,12.18,12.12,12.25,,
KARNATAKA,2011,2012,POPULATION,Rural Population Below Poverty Line (in million),BPL Population-Rur(Mn),9.28,,15.25,,,,,,,,,
DAMAN & DIU,,2011,HOUSEHOLD ASSETS,Houses With Phones (Telephone + Mobile) (in %),Houses -Phones ( %),9.3,,,,,,,9.5,,,,
TAMIL NADU,2011,2012,ECONOMY/ BUDGET,Growth Rate (At Constant 2004-05 Prices) (%) ,Growth Rate,9.39,,,,,,,724279.85,,,,
ASSAM,,2011,HOUSEHOLD ASSETS,Houses With Computer or Laptop (in %),Houses- Computer or Laptop (%),9.4,,,,,,,9.5,,,,
HARYANA,2001,2011,ECONOMY/ BUDGET,Increase In per capita income (%),Increase In per capita income(%),9.5,,,,,,,8.3,,,,
HIMACHAL PRADESH,,2011,HOUSEHOLD ASSETS,Availability of Drinking Water Source Away (in %),Drinking Water  Away ( %),9.5,,,,,,,17.6,,,,
MEGHALAYA,2011,2012,ECONOMY/ BUDGET,Growth Rate (At Constant 2004-05 Prices) (%) ,Growth Rate,9.54,,,,,,,6.88,,,,
JAMMU & KASHMIR,,2011,HOUSEHOLD ASSETS,Houses Using Kerosene (in %),Houses -Kerosene ( %),9.7,,,,,,,31.4,,,,
DELHI,2012,2013,HEALTH,Expenditure on Health (% of GDP) (2012-13 BE),Expenditure on Health (% ),9.9,,,,,,,,,,0.7,
KERALA,2011,2012,LABOUR AND EMPLOYMENT,Unemployment Rate   (2011-12),Unemployment Rate,9.9,,,3.2,,21.4,,3.4,2.7,5.6,,
KARNATAKA,,2011,INDUSTRY & INFRASTRUCTURE,Motor Vehicles (in million),Motor Vehicles (Mn),9.9,,,,,,,64600,,,,
MANIPUR,2001,2011,EDUCATION,Decadal Difference In Literacy Rate,Decadal Diff.-Literacy Rate,9.92,,,,,,,9.21,,,,
ASSAM,2001,2011,EDUCATION,Decadal Difference In Literacy Rate,Decadal Diff.-Literacy Rate,9.93,,,,,,,9.21,,,,
GUJARAT,,2010,INDUSTRY & INFRASTRUCTURE,No of Airports (Domestic),Airports (Domestic),10,,,,,,,,,,,
JAMMU & KASHMIR,2007,2008,POPULATION,HDI Ranking,HDI Rank,10,,,,,,,,,,,
HARYANA,2001,2011,POPULATION,Rural Decadal Population Growth (in %),Decadal Pop. Growth-Rur,10,,,9.16, ,10.95,,12.18,12.12,12.25,,
PUNJAB,,2011,HOUSEHOLD ASSETS,Availability of Drinking Water Source Near The Premises (in %),Drinking Water  Near  Premises ( %),10,,,,,,,35.8,,,,
BIHAR,2009,2010,EDUCATION,Colleges and Polytechnics-Engineering or Technology or Architecture,Colleges-Engineering,10,,,,,,,2894,,,,
MANIPUR,,2010,INDUSTRY & INFRASTRUCTURE,Avg Cargo Handled Per Day  (in tonne) (Domestic),Avg Cargo per Day(ton) (Dom.),10,,,,,,,1599,,,,
MEGHALAYA,,2012,HEALTH,No of Urban Hospitals (Govt),Urb. Hospitals (Govt),10,,,,,,,4146,,,,
MEGHALAYA,,2011,HEALTH,No of Dispensaries ,Dispensaries ,10,,,,,,,24146,,,,
LAKSHADWEEP,2009,2010,EDUCATION,Schools and Colleges-Middle or Sr Basic Schools  ,Middle Schools,10,,,,,,,367745,,,,
LAKSHADWEEP,,2008,INDUSTRY & INFRASTRUCTURE,Total No of Non-Major Ports,Non-Major Ports,10,,,,,,,,,,,
ANDAMAN & NICOBAR ISLANDS,2010,2011,EDUCATION,Student: Teacher Ratio - All Schools,Student: Teacher Ratio - All Schools,10,,,,,,,30,,,,
ANDAMAN & NICOBAR ISLANDS,2010,2011,EDUCATION,Student: Teacher Ratio - Upper Primary,Student: Teacher Ratio - Upper Primary,10,,,,,,,29,,,,
KARNATAKA,,2008,INDUSTRY & INFRASTRUCTURE,Total No of Non-Major Ports,Non-Major Ports,10,,,,,,,,,,,
GOA,,2010,HEALTH,Infant Mortality Rate (IMR),Infant Mortality Rate (IMR),10,,,,,,,33.8,,,,
GOA,,2010,INDUSTRY & INFRASTRUCTURE,Avg Cargo Handled Per Day  (in tonne) (Domestic),Avg Cargo per Day(ton) (Dom.),10,,,,,,,,,,,
UTTARAKHAND,,2011,POPULATION,Population (in million),Population(Mn),10.1,0.84,,5.2,50.95,4.96,49.05,1210.2,623.7,586.5,,
WEST BENGAL,,2011,POPULATION,Child Population (0-6 Years) (in Million),Child Population(Mn),10.1,,11.07, , , ,,158.8,,,,
ORISSA,2001,2011,ECONOMY/ BUDGET,Increase In per capita income (%),Increase In per capita income(%),10.1,,,,,,,8.3,,,,
KERALA,2001,2011,ECONOMY/ BUDGET,Increase In per capita income (%),Increase In per capita income(%),10.1,,,,,,,0.32,,,,
GUJARAT,2011,2012,Fiscal Developments,Revenue Receipts (BE) (As % Of GSDP),Revenue Receipts % GSDP,10.12,,,,,,,14.31,,,,
ASSAM,2011,2012,POPULATION,Population Below Poverty Line (in million),BPL Population(Mn),10.13,,31.98,,,,,,,,,
GUJARAT,2001,2011,EDUCATION,Decadal Difference In Literacy Rate,Decadal Diff.-Literacy Rate,10.17,,,,,,,9.21,,,,
ANDHRA PRADESH,,2011,INDUSTRY & INFRASTRUCTURE,Motor Vehicles (in million),Motor Vehicles (Mn),10.19,,,,,,,64600,,,,
